Method,ASSERT,B,BRANCH,CALL,CALLED,CALLEDp,CALLEDt,CAST,CAUGHT,CDENS,CLOC,CogC,COM_RAT,CONTROL,D,E,ev(G),EXEC,EXP,IF_NEST,IMP,iv(G),JLOC,LOC,LOOP,LOOP_NEST,N,n,NBD,NCLOC,NP,NTP,NULL,OVER,QCP_CRCT,QCP_MAINT,QCP_RLBTY,RETURN,RLOC,STAT,TCOM_RAT,THROWS,TODO,V,v(G)
com.naman14.timber.MusicService.ServiceStub.getAudioId(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getAudioSessionId(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getCurrentTrack(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.getMediaMountedCount(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getNextAudioId(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getPath(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.getPreviousAudioId(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getQueue(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getQueueHistoryList(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getQueueHistoryPosition(int),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,80,1,1,6,0,n/a,1,0,4,0,0,9,8,0,4,1,0,0,n/a,6,30,13,1,2.16%,1,0.00%,1,0,26,1
com.naman14.timber.MusicService.ServiceStub.getQueueHistorySize(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getQueueItemAtPosition(int),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,99,1,1,6,0,n/a,1,0,4,0,0,9,9,0,4,1,0,0,n/a,6,30,13,1,2.16%,1,0.00%,1,0,28,1
com.naman14.timber.MusicService.ServiceStub.getQueuePosition(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getQueueSize(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getRepeatMode(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getShuffleMode(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.getTrack(int),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,6,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,n/a,6,27,12,1,2.16%,1,0.00%,1,0,24,1
com.naman14.timber.MusicService.ServiceStub.getTrackName(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.isPlaying(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
"com.naman14.timber.MusicService.ServiceStub.moveQueueItem(int, int)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,139,1,1,7,0,n/a,1,0,4,0,0,12,10,0,4,2,0,0,n/a,6,39,16,1,2.16%,1,0.00%,1,0,39,1
com.naman14.timber.MusicService.ServiceStub.next(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,49,1,1,6,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,5,24,11,1,2.16%,1,0.00%,1,0,19,1
"com.naman14.timber.MusicService.ServiceStub.open(long[], int, long, int)",0,0,0,3,0,0,0,0,0,0.00%,0,0,0.00%,0,4,291,1,1,12,0,n/a,1,0,5,0,0,17,14,0,5,4,0,0,n/a,7,54,21,1,2.70%,1,0.00%,1,0,64,1
com.naman14.timber.MusicService.ServiceStub.openFile(String),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,6,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,n/a,6,27,12,1,2.16%,1,0.00%,1,0,24,1
com.naman14.timber.MusicService.ServiceStub.pause(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.play(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.playlistChanged(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.position(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,58,1,1,5,0,n/a,1,0,4,0,0,7,7,0,4,0,0,0,n/a,6,24,11,1,2.16%,1,0.00%,1,0,19,1
com.naman14.timber.MusicService.ServiceStub.prev(boolean),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,72,1,1,6,0,n/a,1,0,4,0,0,8,8,0,4,1,0,0,n/a,6,27,12,1,2.16%,1,0.00%,1,0,24,1
com.naman14.timber.MusicService.ServiceStub.refresh(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.ServiceStub.removeTrack(long),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,4,132,1,1,6,0,n/a,1,0,4,0,0,10,10,0,4,1,0,0,n/a,7,33,14,1,2.16%,1,0.00%,1,0,33,1
"com.naman14.timber.MusicService.ServiceStub.removeTrackAtPosition(long, int)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,4,209,1,1,7,0,n/a,1,0,5,0,0,13,12,0,5,2,0,0,n/a,7,42,17,1,2.70%,1,0.00%,1,0,46,1
"com.naman14.timber.MusicService.ServiceStub.removeTracks(int, int)",0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,151,1,1,7,0,n/a,1,0,4,0,0,13,10,0,4,2,0,0,n/a,6,42,17,1,2.16%,1,0.00%,1,0,43,1
com.naman14.timber.MusicService.ServiceStub.seek(long),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,110,1,1,6,0,n/a,1,0,4,0,0,10,9,0,4,1,0,0,n/a,6,33,14,1,2.16%,1,0.00%,1,0,31,1
com.naman14.timber.MusicService.ServiceStub.seekRelative(long),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,99,1,1,6,0,n/a,1,0,4,0,0,9,9,0,4,1,0,0,n/a,6,30,13,1,2.16%,1,0.00%,1,0,28,1
com.naman14.timber.MusicService.ServiceStub.setQueuePosition(int),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,99,1,1,6,0,n/a,1,0,4,0,0,9,9,0,4,1,0,0,n/a,6,30,13,1,2.16%,1,0.00%,1,0,28,1
com.naman14.timber.MusicService.ServiceStub.setRepeatMode(int),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,99,1,1,6,0,n/a,1,0,4,0,0,9,9,0,4,1,0,0,n/a,6,30,13,1,2.16%,1,0.00%,1,0,28,1
com.naman14.timber.MusicService.ServiceStub.setShuffleMode(int),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,3,99,1,1,6,0,n/a,1,0,4,0,0,9,9,0,4,1,0,0,n/a,6,30,13,1,2.16%,1,0.00%,1,0,28,1
com.naman14.timber.MusicService.ServiceStub.stop(),0,0,0,2,0,0,0,0,0,0.00%,0,0,0.00%,0,2,38,1,1,5,0,n/a,1,0,4,0,0,6,6,0,4,0,0,0,n/a,5,21,10,1,2.16%,1,0.00%,1,0,15,1
com.naman14.timber.MusicService.Shuffler.Shuffler(),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,0,0,1,1,2,0,n/a,1,0,3,0,0,3,3,0,3,0,0,0,n/a,3,12,7,1,10.71%,1,0.00%,0,0,4,1
com.naman14.timber.MusicService.Shuffler.cleanUpHistory(),0,0,0,5,1,1,0,0,0,40.00%,0,4,0.00%,2,12,"1,535",1,3,26,1,n/a,4,0,7,1,1,27,23,2,7,0,0,0,n/a,23,94,45,1,25.00%,5,0.00%,0,0,122,4
com.naman14.timber.MusicService.Shuffler.nextInt(int),0,0,0,6,3,3,0,0,0,12.50%,0,2,0.00%,1,17,"2,522",1,7,35,0,n/a,4,0,12,1,1,33,22,1,12,1,0,0,n/a,29,112,49,1,42.86%,8,0.00%,0,0,147,4
"com.naman14.timber.MusicService.TrackErrorInfo.TrackErrorInfo(long, String)",0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,1,15,1,2,6,0,n/a,1,0,4,0,0,6,6,0,4,2,0,0,n/a,5,22,11,1,50.00%,2,0.00%,0,0,15,1
"com.naman14.timber.MusicService.addToPlayList(long[], int, long, IdType)",0,0,0,12,3,3,0,0,0,25.00%,0,4,0.00%,4,29,"9,223",1,12,63,1,n/a,5,0,20,1,1,64,31,1,20,4,0,0,n/a,55,219,97,1,0.85%,16,0.00%,0,0,317,5
com.naman14.timber.MusicService.addXTrackSelector(Notification),0,0,0,46,1,1,0,0,1,25.00%,0,12,0.00%,5,47,"35,669",1,15,163,2,n/a,7,0,30,2,1,120,74,3,30,1,0,1,n/a,77,393,161,1,1.27%,20,0.00%,0,0,745,7
com.naman14.timber.MusicService.buildNotification(),0,0,0,47,2,2,0,0,0,25.00%,0,10,0.00%,7,38,"31,265",1,21,186,1,n/a,9,0,55,0,0,126,87,1,55,0,0,2,n/a,86,427,186,1,2.34%,28,0.00%,0,0,811,11
com.naman14.timber.MusicService.cancelNotification(),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,2,95,1,4,14,0,n/a,1,0,6,0,0,11,11,0,6,0,0,0,n/a,8,39,18,1,0.25%,4,0.00%,0,0,38,1
com.naman14.timber.MusicService.cancelShutdown(),0,0,0,2,3,3,0,0,0,40.00%,0,2,0.00%,2,3,228,1,3,16,1,n/a,3,0,7,0,0,16,13,1,7,0,0,0,n/a,14,60,32,1,0.30%,5,0.00%,0,0,59,3
com.naman14.timber.MusicService.closeCursor(),0,0,0,2,10,10,0,0,0,33.33%,0,2,0.00%,2,10,602,1,4,18,1,n/a,3,0,10,0,0,19,9,1,10,0,0,2,n/a,22,70,36,1,0.42%,6,0.00%,0,0,60,3
com.naman14.timber.MusicService.closeExternalStorageFiles(String),0,0,0,3,1,1,0,0,0,0.00%,0,0,0.00%,0,2,67,1,3,9,0,n/a,1,0,5,0,0,9,8,0,5,1,0,0,0,7,32,15,1,0.21%,3,0.00%,0,0,26,1
com.naman14.timber.MusicService.createNotificationChannel(),0,0,0,4,1,1,0,1,0,16.67%,0,1,0.00%,1,4,256,1,5,19,1,n/a,2,0,9,0,0,16,16,1,9,0,0,0,n/a,14,59,30,1,0.38%,6,0.00%,0,0,64,2
com.naman14.timber.MusicService.cycleRepeat(),0,0,0,3,1,1,0,0,0,40.00%,0,4,0.00%,2,5,352,1,3,15,2,n/a,3,0,10,0,0,17,13,2,10,0,0,0,n/a,16,64,35,1,0.42%,5,0.00%,0,0,62,3
com.naman14.timber.MusicService.cycleShuffle(),0,0,0,2,1,1,0,0,0,50.00%,3,3,30.00%,2,7,460,1,2,16,1,n/a,3,0,10,0,0,19,11,1,7,0,0,0,n/a,17,68,34,1,0.42%,4,42.86%,0,0,65,4
com.naman14.timber.MusicService.doAutoShuffleUpdate(),0,0,1,11,3,3,0,0,0,31.82%,0,11,0.00%,7,24,"11,388",4,15,85,1,n/a,6,0,28,2,2,84,46,3,28,0,0,0,n/a,62,294,137,1,1.19%,22,0.00%,0,0,463,8
com.naman14.timber.MusicService.duration(),0,0,0,2,8,8,0,0,0,33.33%,0,1,0.00%,1,5,183,2,2,7,1,n/a,2,0,6,0,0,11,9,1,6,0,0,0,0,12,41,22,2,0.25%,3,0.00%,0,0,34,2
"com.naman14.timber.MusicService.enqueue(long[], int, long, IdType)",0,0,0,8,1,1,0,0,0,25.00%,0,4,0.00%,3,16,"4,198",1,9,51,1,n/a,4,0,18,0,0,51,31,2,18,4,0,0,0,34,173,76,1,0.76%,12,0.00%,0,0,252,4
com.naman14.timber.MusicService.getAlbumArtistName(),0,0,0,2,1,1,0,0,0,50.00%,0,1,0.00%,2,8,415,2,2,13,1,n/a,1,0,8,0,0,15,11,2,8,0,0,1,0,16,55,29,2,0.34%,4,0.00%,0,0,51,2
com.naman14.timber.MusicService.getAlbumId(),0,0,0,2,6,6,0,0,0,50.00%,0,1,0.00%,2,7,485,2,2,13,1,n/a,1,0,8,0,0,17,14,2,8,0,0,1,0,15,61,31,2,0.34%,4,0.00%,0,0,64,2
com.naman14.timber.MusicService.getAlbumName(),0,0,0,2,5,5,0,0,0,50.00%,0,1,0.00%,2,8,415,2,2,13,1,n/a,1,0,8,0,0,15,11,2,8,0,0,1,0,16,55,29,2,0.34%,4,0.00%,0,0,51,2
com.naman14.timber.MusicService.getArtistId(),0,0,0,2,1,1,0,0,0,50.00%,0,1,0.00%,2,7,485,2,2,13,1,n/a,1,0,8,0,0,17,14,2,8,0,0,1,0,15,61,31,2,0.34%,4,0.00%,0,0,64,2
com.naman14.timber.MusicService.getArtistName(),0,0,0,2,6,6,0,0,0,50.00%,0,1,0.00%,2,8,415,2,2,13,1,n/a,1,0,8,0,0,15,11,2,8,0,0,1,0,16,55,29,2,0.34%,4,0.00%,0,0,51,2
com.naman14.timber.MusicService.getAudioId(),0,0,0,1,7,7,0,0,0,25.00%,0,1,0.00%,1,4,196,2,3,8,1,n/a,1,0,7,0,0,13,11,1,7,0,0,1,0,12,48,25,2,0.30%,4,0.00%,0,0,44,2
com.naman14.timber.MusicService.getAudioSessionId(),0,0,0,1,4,4,0,0,0,50.00%,0,0,0.00%,1,3,58,1,1,4,0,n/a,1,0,5,0,0,7,7,1,5,0,0,0,0,7,26,14,1,0.21%,2,0.00%,0,0,19,1
com.naman14.timber.MusicService.getCardId(),0,0,0,4,2,2,0,0,0,40.00%,0,5,0.00%,2,4,199,3,3,14,2,n/a,3,0,9,0,0,15,10,2,9,0,0,0,n/a,15,58,33,3,0.38%,5,0.00%,0,0,49,3
com.naman14.timber.MusicService.getCurrentTrack(),0,0,0,1,2,2,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.13%,1,0.00%,0,0,8,1
com.naman14.timber.MusicService.getGenreName(),0,0,0,9,1,1,0,1,0,41.67%,0,5,0.00%,5,23,"5,965",4,7,60,2,n/a,5,0,23,0,0,50,32,4,23,0,0,2,0,43,174,82,3,0.98%,12,0.00%,0,0,250,6
com.naman14.timber.MusicService.getMediaMountedCount(),0,0,0,0,1,1,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.13%,1,0.00%,0,0,8,1
com.naman14.timber.MusicService.getNextAudioId(),0,0,0,3,1,1,0,0,0,50.00%,0,2,0.00%,2,9,825,2,2,19,1,n/a,4,0,8,0,0,22,18,2,8,0,0,0,0,17,76,36,2,0.34%,4,0.00%,0,0,91,4
com.naman14.timber.MusicService.getNextPosition(boolean),0,0,0,9,4,4,0,0,0,36.36%,0,50,0.00%,20,52,"67,015",13,35,179,3,n/a,7,0,68,4,1,220,58,4,68,1,0,1,n/a,149,761,346,11,2.89%,55,0.00%,0,0,"1,288",30
com.naman14.timber.MusicService.getPath(),0,0,0,2,1,1,0,0,0,50.00%,0,1,0.00%,2,8,415,2,2,13,1,n/a,1,0,8,0,0,15,11,2,8,0,0,1,0,16,55,29,2,0.34%,4,0.00%,0,0,51,2
com.naman14.timber.MusicService.getPreviousAudioId(),0,0,0,4,1,1,0,0,0,50.00%,0,4,0.00%,3,10,"1,290",3,3,22,2,n/a,4,0,11,0,0,27,22,3,11,0,0,0,0,22,96,48,2,0.47%,6,0.00%,0,0,120,4
com.naman14.timber.MusicService.getPreviousPlayPosition(boolean),0,0,0,5,2,2,0,0,0,41.67%,0,9,0.00%,5,15,"3,789",4,7,38,2,n/a,4,0,21,0,0,51,28,3,21,1,0,0,0,37,178,84,4,0.89%,12,0.00%,0,0,245,5
com.naman14.timber.MusicService.getQueue(),0,0,0,2,2,2,0,0,0,25.00%,0,1,0.00%,2,13,"1,601",1,6,22,0,n/a,2,0,10,1,1,29,19,2,10,0,0,0,0,25,101,47,1,0.42%,8,0.00%,0,0,123,2
com.naman14.timber.MusicService.getQueueHistoryList(),0,0,0,3,1,1,0,0,0,28.57%,0,1,0.00%,2,13,"1,342",1,5,22,0,n/a,2,0,9,1,1,25,15,2,9,0,0,0,0,24,88,42,1,0.38%,7,0.00%,0,0,97,2
com.naman14.timber.MusicService.getQueueHistoryPosition(int),0,0,0,2,1,1,0,0,0,50.00%,0,2,0.00%,2,10,882,2,2,15,1,n/a,3,0,8,0,0,21,16,2,8,1,0,0,0,18,73,35,2,0.34%,4,0.00%,0,0,84,3
com.naman14.timber.MusicService.getQueueHistorySize(),0,0,0,1,1,1,0,0,0,50.00%,0,0,0.00%,1,3,58,1,1,4,0,n/a,1,0,5,0,0,7,7,1,5,0,0,0,0,7,26,14,1,0.21%,2,0.00%,0,0,19,1
com.naman14.timber.MusicService.getQueueItemAtPosition(int),0,0,0,2,1,1,0,0,0,50.00%,0,2,0.00%,2,10,954,2,2,16,1,n/a,3,0,8,0,0,22,18,2,8,1,0,0,0,18,76,36,2,0.34%,4,0.00%,0,0,91,3
com.naman14.timber.MusicService.getQueuePosition(),0,0,0,0,3,3,0,0,0,50.00%,0,0,0.00%,1,2,38,1,1,2,0,n/a,1,0,5,0,0,6,6,1,5,0,0,0,0,6,23,13,1,0.21%,2,0.00%,0,0,15,1
com.naman14.timber.MusicService.getQueueSize(),0,0,0,1,1,1,0,0,0,50.00%,0,0,0.00%,1,3,58,1,1,4,0,n/a,1,0,5,0,0,7,7,1,5,0,0,0,0,7,26,14,1,0.21%,2,0.00%,0,0,19,1
com.naman14.timber.MusicService.getRepeatMode(),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.13%,1,0.00%,0,0,8,1
com.naman14.timber.MusicService.getShuffleMode(),0,0,0,0,2,2,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.13%,1,0.00%,0,0,8,1
com.naman14.timber.MusicService.getTrack(int),0,0,0,3,2,2,0,0,0,33.33%,0,2,0.00%,1,8,593,2,2,17,1,n/a,4,0,6,0,0,19,15,1,6,1,0,0,0,15,65,30,2,0.25%,3,0.00%,0,0,74,4
com.naman14.timber.MusicService.getTrackName(),0,0,0,2,8,8,0,0,0,50.00%,0,1,0.00%,2,8,415,2,2,13,1,n/a,1,0,8,0,0,15,11,2,8,0,0,1,0,16,55,29,2,0.34%,4,0.00%,0,0,51,2
"com.naman14.timber.MusicService.getValueForDownloadedFile(Context, Uri, String)",0,0,0,5,2,2,0,0,0,33.33%,0,3,0.00%,3,16,"2,456",2,6,33,1,n/a,4,0,17,0,0,34,20,2,17,3,0,2,n/a,31,119,56,2,0.72%,9,0.00%,0,0,146,4
com.naman14.timber.MusicService.getmCardId(),0,0,0,6,2,2,0,0,0,12.50%,0,2,0.00%,1,17,"2,389",1,7,34,1,n/a,3,0,12,0,0,32,21,1,12,0,0,1,n/a,29,109,48,1,0.51%,8,0.00%,0,0,140,3
com.naman14.timber.MusicService.goToPosition(int),0,0,0,10,1,1,0,0,0,35.29%,0,7,0.00%,6,13,"2,526",4,11,38,2,n/a,5,0,23,0,0,39,29,3,23,1,0,0,0,42,149,80,4,0.98%,17,0.00%,0,0,189,6
com.naman14.timber.MusicService.gotoNext(boolean),0,0,0,11,6,6,0,0,0,31.58%,0,6,0.00%,6,17,"4,237",3,13,49,2,n/a,6,0,23,0,0,48,33,2,23,1,0,0,0,48,178,91,3,0.98%,19,0.00%,0,0,242,6
com.naman14.timber.MusicService.handleCommandIntent(Intent),0,0,0,42,2,2,0,0,0,40.00%,0,23,0.00%,14,27,"21,473",2,21,158,2,n/a,22,0,43,0,0,134,60,2,43,1,0,0,n/a,94,471,221,2,1.83%,35,0.00%,0,0,791,22
com.naman14.timber.MusicService.isPlaying(),0,0,0,0,13,13,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,1,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,0,4,15,8,1,0.13%,1,0.00%,0,0,8,1
com.naman14.timber.MusicService.makeAutoShuffleList(),0,0,0,7,2,2,0,0,1,22.22%,0,5,0.00%,4,30,"10,632",2,14,66,1,n/a,4,0,27,1,1,67,37,2,27,0,0,2,n/a,56,229,101,3,1.15%,18,0.00%,0,0,349,6
"com.naman14.timber.MusicService.moveQueueItem(int, int)",0,0,0,8,1,1,0,0,0,47.62%,0,13,0.00%,10,64,"27,286",2,11,81,2,n/a,5,0,30,0,0,88,28,3,30,2,0,0,0,105,308,145,2,1.27%,21,0.00%,0,0,423,12
com.naman14.timber.MusicService.notifyChange(String),0,0,0,37,35,35,0,0,0,29.03%,1,15,2.44%,9,28,"19,117",2,22,136,3,n/a,11,0,41,0,0,110,64,3,40,1,0,0,n/a,79,384,177,2,1.74%,31,2.50%,0,0,660,12
com.naman14.timber.MusicService.onBind(Intent),0,0,0,2,0,0,0,0,0,20.00%,0,1,0.00%,1,3,186,1,4,14,1,n/a,2,0,7,0,0,14,14,0,7,1,0,0,0,12,52,27,1,0.30%,5,0.00%,0,0,53,2
com.naman14.timber.MusicService.onCreate(),0,0,0,60,1,1,0,3,0,7.27%,5,4,7.46%,4,36,"41,169",1,51,265,1,n/a,5,0,67,0,0,170,103,1,62,0,0,1,0,101,576,242,1,2.85%,55,8.06%,0,0,"1,136",5
com.naman14.timber.MusicService.onDestroy(),0,0,0,26,1,1,0,0,0,19.23%,2,6,6.06%,5,24,"10,339",1,21,101,1,n/a,6,0,33,0,0,72,56,1,31,0,0,1,0,62,255,118,1,1.40%,26,6.45%,0,0,418,6
com.naman14.timber.MusicService.onPreferencesUpdate(Bundle),0,0,0,7,1,1,0,0,0,11.11%,0,1,0.00%,1,10,"1,898",1,8,52,1,n/a,1,0,12,0,0,41,22,1,12,1,0,0,n/a,23,137,58,1,0.51%,9,0.00%,0,0,182,2
com.naman14.timber.MusicService.onRebind(Intent),0,0,0,1,0,0,0,0,0,0.00%,0,0,0.00%,0,2,31,1,2,5,0,n/a,1,0,5,0,0,6,6,0,5,1,0,0,0,6,22,11,1,0.21%,2,0.00%,0,0,15,1
"com.naman14.timber.MusicService.onStartCommand(Intent, int, int)",0,0,0,8,0,0,0,0,0,28.57%,1,6,5.26%,4,12,"3,060",3,10,48,2,n/a,6,0,19,0,0,49,29,2,19,3,0,2,0,36,173,82,2,0.81%,14,0.00%,0,0,238,6
com.naman14.timber.MusicService.onUnbind(Intent),0,0,0,6,0,0,0,0,0,27.27%,0,5,0.00%,3,8,"1,433",3,8,33,1,n/a,5,0,14,0,0,35,27,1,14,1,0,0,0,27,125,60,3,0.59%,11,0.00%,0,0,166,6
"com.naman14.timber.MusicService.open(long[], int, long, IdType)",0,0,1,11,1,1,0,0,0,37.50%,0,11,0.00%,9,21,"9,768",4,15,74,2,n/a,6,0,33,1,1,81,49,4,33,4,0,0,0,61,288,138,1,1.40%,24,0.00%,0,0,454,8
com.naman14.timber.MusicService.openCurrent(),0,0,0,1,1,1,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,n/a,4,15,8,1,0.13%,1,0.00%,0,0,8,1
com.naman14.timber.MusicService.openCurrentAndMaybeNext(boolean),0,0,3,17,2,2,0,0,0,38.71%,0,16,0.00%,12,30,"15,854",6,19,97,2,n/a,8,0,44,1,1,91,51,4,44,1,0,1,n/a,79,329,160,2,1.87%,31,0.00%,0,0,516,11
com.naman14.timber.MusicService.openCurrentAndNext(),0,0,0,1,9,9,0,0,0,0.00%,0,0,0.00%,0,1,12,1,1,3,0,n/a,1,0,3,0,0,4,4,0,3,0,0,0,n/a,4,15,8,1,0.13%,1,0.00%,0,0,8,1
"com.naman14.timber.MusicService.openCursorAndGoToFirst(Uri, String[], String, String[])",0,0,0,4,3,3,0,0,0,28.57%,0,2,0.00%,2,9,843,3,5,22,1,n/a,2,0,13,0,0,24,15,1,13,4,0,1,n/a,22,86,42,3,0.55%,7,0.00%,0,0,93,3
